Young_sub1	Young_sub2	1_wasserstein_distance	2_wasserstein_distance	bottleneck_distance
32302	32304	0.403217722028352	0.10919653322245897	0.06822898135903332
32302	32307	0.6939779579938121	0.1631052051798925	0.06678045245158193
32302	32309	0.5632630493420583	0.13357559984465678	0.06108883329464854
32302	32310	0.6784640732864051	0.160938924124336	0.0778571895524865
32302	32311	0.5406693715903712	0.1371392525451565	0.07228409976300298
32302	32312	0.3146858563739487	0.09621563418120704	0.053150416693300395
32302	32313	0.6212517604182295	0.15302876859396977	0.06759118880564091
32302	32314	0.4611007029940693	0.1257036084462144	0.058430383134495445
32302	32315	0.512091608260155	0.1298575873243943	0.055275381205202645
32302	32316	0.44313634821610487	0.1109002075161258	0.04517862200778644
32302	32317	0.8102922356679012	0.19978416634472862	0.08736901342765707
32302	32319	0.7304721515866925	0.1700130118022749	0.06798512477306118
32302	32320	0.6883746775842543	0.18159640658646753	0.10896567591969847
32302	32321	0.784401066730839	0.1937335365473413	0.11447548298495402
32302	32322	0.42105705668168614	0.12086101627677141	0.06422951790913112
32302	32323	0.6080188522612497	0.1428804728457756	0.06646885471488473
32302	32324	0.4507803186836425	0.11634812738478505	0.04811031172900038
32302	32325	0.4018447329083648	0.10308686806274195	0.04016593000273172
32302	32326	0.39276922869187786	0.10471931998596339	0.05042039677141269
32302	32327	0.6079450601978578	0.18358759421655763	0.11557778271414137
32302	32328	0.614789249803789	0.14374792622657162	0.0658087619872556
32302	32330	0.29996708801282507	0.08240494824326819	0.037893006541413254
32302	32332	0.33308803121580716	0.10654221692869631	0.0632777478819912
32302	32334	0.49305035167572125	0.13737175163326032	0.06347491855512832
32302	32344	0.47733807611399753	0.13363639991824103	0.07864703735644402
32302	32345	0.37564366208696154	0.09540540028126587	0.03514651324490048
32302	32346	0.4999261877775281	0.11951686207641575	0.04310690823540331
32302	32348	0.6135355401329052	0.14826080165308297	0.06536920097389665
32302	32349	0.4788878997804161	0.12817360248717416	0.06697957807108029
32302	32350	0.4463680781092585	0.11230383579836399	0.04557455178528902
32302	32351	0.5823458265481913	0.13980781443316764	0.08011856140060997
32302	32352	0.5430769654294811	0.132339058735239	0.050420396771412745
32302	32353	0.38679238336122873	0.10329936257990398	0.04756053563625717
32302	32354	0.8725768869735808	0.2162878542608509	0.09991969439455756
32302	32355	0.5544402690983303	0.14033209049493175	0.07376432649982456
32302	32356	0.48055151718705	0.12729634637605175	0.05932669825996151
32302	32357	0.6672388857535179	0.1773539392512694	0.09659591466557305
32302	32358	0.5190194800967682	0.1319873362001688	0.06609119299262889
32302	32359	0.23511634803079906	0.06389454615993533	0.02969040765849007
32302	32360	0.5274748509787286	0.13814552078681497	0.07643911704662132
32302	32361	0.6119897244281425	0.1405410269927112	0.06829191163744042
32302	32362	0.6872555597835239	0.1590856257569453	0.09371708037599802
32302	32363	0.6458880381434033	0.15721085631557205	0.06442980021796119
32302	32364	0.9597749982376722	0.2477252029329936	0.13432184068893166
32302	32365	0.5878818723102197	0.1506211137606763	0.07260635312095132
32302	32366	0.6521185755442895	0.16355582658547227	0.07527942300688095
32302	32367	0.3775211607019439	0.10594871585301764	0.057898631309426074
32302	32368	0.6682008935745538	0.16766057816030336	0.09499562207896023
32302	32370	0.5700854252644518	0.13058637116035135	0.06606869990825587
32302	32371	0.5382370094652689	0.13872687340933948	0.06264841157088963
32302	32381	0.38803972141591964	0.0991305531497182	0.04103444076271101
32302	32382	0.642022292495185	0.13908591765351536	0.06881930636096512
32302	32384	0.7505022760385622	0.19214123798583427	0.09568432884640532
32302	32385	0.429191499711605	0.11408275461997927	0.06058995282580554
32302	32386	0.5801088685561038	0.14428309214241516	0.06082582750921539
32302	32387	0.6413023124194182	0.1459177559054122	0.05647668999640881
32302	32388	0.42649120573019705	0.11455303603088102	0.05111156720518428
32302	32389	0.5093124234020714	0.11201417979619908	0.04756365999282819
32302	32390	0.6115290265918258	0.13854599181138366	0.06480013022140885
32302	32391	0.9092441243565619	0.1752683217139436	0.0695411611977409
32302	32394	0.5427972527731963	0.13849524876096905	0.05997809448639435
32302	32396	0.41591282459525075	0.10510941739437453	0.04675997044767777
32302	32397	0.2783394658416647	0.08090098133125581	0.03764255494741864
32302	32398	0.5849712038456227	0.14226443579488846	0.056742390101398255
32302	32399	0.3863508995324103	0.09222383958165482	0.04530652216741893
32302	32400	0.36552883279547205	0.12183947774068205	0.08687492075075309
32302	32401	0.612228379563559	0.13599785964141564	0.057484088001969025
32302	32402	0.4338235586066376	0.12324094012363922	0.0687825181239225
32302	32404	0.2931834854866484	0.0848311365468192	0.05710321541017366
32302	32405	0.5373191486314155	0.13837415224029617	0.05643425065278018
32302	32406	0.6580684625783968	0.1586064964933534	0.06558652251333141
32302	32407	0.5158658903266706	0.13169892659820107	0.06931935349916163
32302	32408	0.5279005271567423	0.1190771414122405	0.05042039677141269
32302	32409	0.395526580035223	0.09904970325356417	0.044775620427131124
32302	32410	0.576916076450666	0.12769387228910029	0.04967547850956211
32302	32411	0.7405821557410426	0.19911755977540616	0.1150962349293525
32302	32412	0.6392480273608441	0.1435362803112829	0.06188827314455353
32302	32413	0.37129134450355583	0.10433907337101656	0.0531716898315201
32302	32414	0.4955274383544383	0.144686395712489	0.09500761526083978
32302	32416	0.4429391682212149	0.13383723290004118	0.07473207276694838
32302	32417	0.6278165192638574	0.14330205402566268	0.06329682060967656
32302	32418	0.47045780708109564	0.13534500456034604	0.06712715251680834
32302	32419	0.6183363843689329	0.15709093176820116	0.09186840953910147
32302	32420	0.4359287399665383	0.10747711901212607	0.07140878251300603
32302	32421	0.6341647011090232	0.13018062976283765	0.04864723390383496
32302	32422	0.6634604139591485	0.152934794399929	0.06416218959832143
32302	32423	0.8119972041896484	0.18955746194296136	0.08033227920965391
32302	32424	0.46008286305814877	0.12882590833043986	0.05934099295943118
32302	32425	0.7600072191234604	0.17144551942976186	0.07577788198591406
32302	32426	0.47236890905834295	0.12134440135470544	0.06809100651130401
32302	32427	0.695470710568461	0.17660120771668572	0.11841445649637089
32302	32429	0.2435825829556995	0.0841363566160946	0.059844447536477774
32302	32432	0.6576568304267083	0.1607719528019523	0.06591827378083026
32302	32433	0.33257118713474865	0.09285319653846566	0.04573486009099781
32302	32434	0.929802477837431	0.21553303621489192	0.09529843017199174
32302	32435	0.5625055868458801	0.14741556784397	0.06270800684090516
32302	32436	0.4125454755739538	0.11117812546331016	0.07093087896952865
32302	32437	0.4793619341974477	0.12393243393763972	0.061256808639877425
32302	32438	0.7185560438613492	0.1657283211030206	0.07109884349617657
32302	32439	0.5136577188906162	0.14509022635603908	0.10736133521036562
32302	32440	0.5891011168695577	0.13949757404947846	0.06929109699924035
32302	32441	0.32360450153896236	0.09318091796120004	0.04142672612647924
32302	32444	0.33531725088069664	0.10130091477731648	0.050420396771412745
32302	32445	0.31657464734689333	0.0913625187307974	0.050200347193593786
32302	32446	0.8476433383113093	0.1972625335131056	0.08233671322212777
32302	32448	0.7418260106796633	0.16267153373245447	0.06688030771269265
32302	32449	0.6765623495197595	0.16105619991754236	0.06020457100769838
32302	32460	0.4994752546214811	0.1259079548563295	0.05042039677141269
32302	32461	0.7714927411738097	0.18353688519228856	0.07093780921254933
32302	32464	0.652133199036234	0.1645016227951611	0.07778976170314811
32302	32467	0.4777816454303913	0.1305956979727019	0.06406090770534417
32302	32468	0.31984548761574716	0.099367352616319	0.06101709529950761
32302	32469	1.1874388273770238	0.2274892704428373	0.07396834380752493
32302	32470	0.824153356006105	0.1821856445463669	0.0694784262886684
32302	32471	0.6513114668537725	0.14201002730952744	0.060511344087723073
32302	32472	0.533485586659024	0.1300177552262161	0.06538671038902044
32302	32473	0.6483881747029876	0.1533250544810964	0.06896039056751613
32302	32476	0.5813991098287628	0.13888374481602472	0.06399359085127343
32302	32477	0.2831831776819563	0.08874310938372462	0.03987472018645921
32302	32478	0.6550548711967172	0.15466048648524544	0.08660907415671609
32302	32480	0.6992243373822125	0.1595524175295375	0.08759053901855646
32302	32481	0.4086840658899774	0.09644111319113698	0.042206891614804065
32302	32499	0.34139958084889493	0.08650236091248102	0.02969040765849007
32302	32500	0.4759658727223228	0.12420203165950126	0.07472799890326853
32302	32501	0.6410480354333894	0.16720507484006383	0.10766658868402568
32302	32502	0.553540868214867	0.14117224845757548	0.06302020191016577
32302	32503	0.5921648507518162	0.15259829169545422	0.082197057021835
32302	32504	0.3474042013623378	0.11880051481673923	0.09535009211487516
32302	32505	0.4466504220884559	0.12025857845648019	0.0470591449436486
32302	32506	0.3816019958527334	0.09467403939685076	0.04482975464292116
32302	32507	0.6388816346917832	0.15440047691051362	0.07633641468066088
32302	32508	0.4113820483051301	0.09978865825106105	0.05042039677141269
32302	32509	0.632424040087241	0.14297907705227983	0.07457558614101867
