Young_sub1	Young_sub2	1_wasserstein_distance	2_wasserstein_distance	bottleneck_distance
32302	32304	0.21423603180609635	0.07881654257931119	0.04519777807583103
32302	32307	0.19547840341097295	0.0767047573825354	0.05035521005403998
32302	32309	0.13613728189107	0.05383840012554008	0.0342465513818474
32302	32310	0.09821281902750595	0.04654914641351561	0.032548486664451426
32302	32311	0.1309364518219443	0.09571602254894171	0.08572224499488444
32302	32312	0.17889665569567464	0.07608943085265794	0.04977701702892551
32302	32313	0.16279757449147014	0.0662651449293903	0.04256203242563661
32302	32314	0.11182772757442	0.04782678485931929	0.0342465513818474
32302	32315	0.05719089070248601	0.03389812256399735	0.023139051784622167
32302	32316	0.2798913345090274	0.10620041291498455	0.07715058389917084
32302	32317	0.08239999321108671	0.04403634920470252	0.0342465513818474
32302	32319	0.21690015080546682	0.08466034811957276	0.04973773641635382
32302	32320	0.12180356141829901	0.059006183774446636	0.0342465513818474
32302	32321	0.09856444275007581	0.05009559554175241	0.0342465513818474
32302	32322	0.11056470377250222	0.050884668341748804	0.03277397640950741
32302	32323	0.12419506184536566	0.05624730303944799	0.0342465513818474
32302	32324	0.06763312416354922	0.04258231658360693	0.034246551381847394
32302	32325	0.1364558664544362	0.062236989042538306	0.04150740534209124
32302	32326	0.24573481151329968	0.08871075509097966	0.05725503763347184
32302	32327	0.107630278749212	0.05751714816719756	0.038641035019565395
32302	32328	0.08522624848319416	0.04540651957467566	0.0342465513818474
32302	32330	0.20829456413834418	0.07740220516135728	0.03978614578302453
32302	32332	0.17660422574028734	0.07158993518926202	0.037231115699151884
32302	32334	0.11578765046767586	0.0573428422081812	0.035986089382207154
32302	32344	0.12912594196860316	0.06431361752603021	0.036533867537559384
32302	32345	0.11904982805078557	0.04927268659586799	0.0342465513818474
32302	32346	0.12993013179551433	0.07582261581869493	0.06336132829898966
32302	32348	0.2355760212666217	0.08744589377695453	0.05711601027336971
32302	32349	0.1811868901493613	0.09164651520521334	0.06236487326030998
32302	32350	0.09059188579648902	0.04697851842923059	0.0342465513818474
32302	32351	0.1468971078413704	0.07098824307050174	0.053983915113755665
32302	32352	0.15811771063671565	0.06332361685041961	0.03472391472116654
32302	32353	0.11518746021645143	0.05555152706388908	0.0342465513818474
32302	32354	0.12985838299683433	0.055308642608929044	0.0342465513818474
32302	32355	0.2306120971432386	0.09393252591989767	0.05546160886090623
32302	32356	0.15272510220871033	0.0709895920012898	0.0502174582376807
32302	32357	0.13906202266674805	0.060052899120718865	0.0342465513818474
32302	32358	0.18099692884158797	0.07928117827240759	0.05614292162529899
32302	32359	0.295002805777509	0.11967333895420808	0.08930026775645411
32302	32360	0.16783249136193495	0.07894159800342723	0.05392159223348281
32302	32361	0.1585302768132864	0.06397697361927415	0.0342465513818474
32302	32362	0.14958550611316124	0.06758093114994773	0.0465107446300278
32302	32363	0.10766710843697813	0.05213814654644776	0.0342465513818474
32302	32364	0.08787908655740778	0.0450900676514105	0.0342465513818474
32302	32365	0.11107978789047712	0.047812495633663035	0.0342465513818474
32302	32366	0.15421114950963644	0.0764317320920585	0.05097192100948933
32302	32367	0.10297328459507504	0.05134867503063959	0.0342465513818474
32302	32368	0.08880304575698328	0.04792290116003901	0.0342465513818474
32302	32370	0.09585545226358544	0.046634253499342575	0.0342465513818474
32302	32371	0.21348322951431326	0.0943211926730539	0.057671880590388525
32302	32381	0.10423499281641607	0.05055202775521677	0.0342465513818474
32302	32382	0.21191598138227385	0.08709600991649166	0.05409934902283137
