Young	Elderly	1_wasserstein_distance	2_wasserstein_distance	bottleneck_distance
32302	32301	0.0943295859968753	0.04754331517257242	0.0342465513818474
32302	32303	0.0713420728726682	0.04273181888200985	0.0342465513818474
32302	32305	0.16889078139477598	0.06491377822162908	0.0342465513818474
32302	32306	0.12686440049745035	0.05489112555972663	0.0342465513818474
32302	32308	0.1474089607356568	0.06707402011002143	0.044554394338438996
32302	32318	0.24588813400533704	0.09966167162442847	0.07503714422056473
32302	32329	0.16212994191494345	0.06581702220837951	0.03571244941653273
32302	32331	0.14917752341522422	0.0767152062192939	0.06167343340566278
32302	32333	0.12786679082885483	0.055540667938273905	0.030145540794994874
32302	32335	0.063360564115021	0.04176053349009865	0.034246551381847394
32302	32336	0.10695077627229482	0.05690763119772658	0.037718254606209145
32302	32337	0.1403925561677583	0.05942436016303749	0.0342465513818474
32302	32338	0.18046474826033598	0.06430957325040426	0.0342465513818474
32302	32339	0.07815757462377998	0.043239271052764296	0.0342465513818474
32302	32340	0.11593530968268406	0.05461498956492882	0.0342465513818474
32302	32341	0.0696796339548666	0.038714391999686494	0.029309719925380007
32302	32342	0.09685907071740008	0.0473490684845721	0.0342465513818474
32302	32343	0.15130817846728606	0.08182308940597624	0.07329320272618878
32302	32347	0.1646675732522206	0.06613906236198283	0.03498502813487314
32302	32369	0.10729170870225424	0.0545699691502764	0.0342465513818474
32302	32372	0.1393718540659608	0.058881917105460015	0.0342465513818474
32302	32373	0.09844946259174531	0.049264661131513746	0.0342465513818474
32302	32374	0.1063666220486158	0.049273015425296454	0.0342465513818474
32302	32375	0.14124556301678048	0.05663551619531893	0.0342465513818474
32302	32376	0.1031320027217964	0.04708787856734173	0.0342465513818474
32302	32377	0.07104955523206685	0.04271914894836341	0.034246551381847394
32302	32378	0.16878186886359797	0.06948637606173202	0.039182800183040656
32302	32379	0.1175215542892441	0.0534884637960946	0.039246103091301165
32302	32380	0.14704708155555274	0.08463481250869924	0.06872831443254546
