Elderly_sub1	Elderly_sub2	1_wasserstein_distance	2_wasserstein_distance	bottleneck_distance
32301	32303	0.3461610680237276	0.10454805984776672	0.04822248674964236
32301	32305	0.2895952633212096	0.08386739539517052	0.04126931852256255
32301	32306	0.2529242377388064	0.11104453129659106	0.07682299693454409
32301	32308	0.34512359899647493	0.11808315853883276	0.08476875430807151
32301	32318	0.36154468403713363	0.11579069713938134	0.05929872376124601
32301	32329	0.3197911950340573	0.09304125178405732	0.0575334248138023
32301	32331	0.39418449910275005	0.12739957059222584	0.09479718949962651
32301	32333	0.39220290418504916	0.1364016375725814	0.09479718949962651
32301	32335	0.2503092987589458	0.0961158411339454	0.07338236052445413
32301	32336	0.5209188450855637	0.16900903390195152	0.09479718949962651
32301	32337	0.315844305204703	0.10761769809129663	0.07247154084896568
32301	32338	0.33258085422146244	0.12573164189697936	0.09479718949962651
32301	32339	0.3109794231208319	0.11645821232901457	0.09479718949962651
32301	32340	0.33994768777299916	0.11688993440655181	0.08334490492875768
32301	32341	0.23085602829704038	0.08561680713265302	0.0536916736340729
32301	32342	0.4520346244100153	0.16077370632500038	0.09479718949962651
32301	32343	0.3054721761532533	0.11114227737305336	0.08598654861339061
32301	32347	0.3145296136920063	0.10520668996258066	0.05185358389879491
32301	32369	0.4287723134125956	0.14073743719363538	0.09479718949962651
32301	32372	0.3555925190111372	0.12236704063875786	0.07274901011361079
32301	32373	0.34595538856630753	0.11554657173885731	0.05791383844940978
32301	32374	0.31037509015555304	0.1194259152470647	0.09479718949962651
32301	32375	0.31102185075554967	0.12044576985775289	0.09479718949962651
32301	32376	0.42684902340961556	0.1575980708985816	0.09479718949962651
32301	32377	0.3298607794708604	0.12011053948631525	0.09333944577718478
32301	32378	0.30261256054434527	0.1163841860168046	0.09479718949962651
32301	32379	0.2110294581723548	0.07584073243548087	0.04365136971865824
32301	32380	0.3414614803085827	0.13329399451908555	0.09124373507118244
32301	32383	0.35768207570702354	0.12795511618893698	0.09479718949962651
32301	32392	0.3579872064766126	0.13255619335707863	0.09479718949962651
32301	32393	0.31516291578610384	0.10314950800729451	0.06657298362768871
32301	32395	0.34676602941275436	0.12451520639534429	0.09479718949962651
32301	32415	0.2974901713758427	0.10262290533996869	0.06685900135880407
32301	32428	0.3818197554854921	0.12662799807553554	0.09338502945287952
32301	32430	0.334680181658614	0.12414538964151753	0.08611686614280711
32301	32431	0.23847657205572742	0.10213129883283799	0.08099915503402633
32301	32442	0.2669812068427078	0.08896272147243876	0.06043346829524476
32301	32443	0.3259605885203736	0.10760087632893402	0.060701150334668386
32301	32447	0.28915807022307816	0.11403612107647548	0.09479718949962651
32301	32450	0.36437655658903384	0.11223257295066567	0.06508938469490522
32301	32452	0.3290652925919844	0.11595842771832894	0.07592355926476568
32301	32453	0.4099377612622891	0.12267358195982438	0.061037647772057335
32301	32454	0.309361029808361	0.12268457130370469	0.09479718949962651
32301	32455	0.22131810487417547	0.07109346158023204	0.04447465169484133
32301	32457	0.37345274825073804	0.1334886341038108	0.09479718949962651
32301	32458	0.3851576251296191	0.1351961632891536	0.09479718949962651
32301	32459	0.3712307058022391	0.1316528074117771	0.09479718949962651
32301	32462	0.4218000531320845	0.1277665260566859	0.07563278694567677
32301	32463	0.2227422372103151	0.07392503570951052	0.038148752717884316
32301	32465	0.38257649329287674	0.12359138059858107	0.07892649033170218
32301	32466	0.2541229381702068	0.09874752607926068	0.0728717099530879
32301	32474	0.28815568086324417	0.10712121149977977	0.0855795041263766
32301	32475	0.29302293890689207	0.09151001658205407	0.06091731256913968
32301	32479	0.2692714752384864	0.09996770098001602	0.07618951651586259
32301	32482	0.3037497341318011	0.10617992779868005	0.08068026987268417
32301	32483	0.2802216191119647	0.11393609162812068	0.09479718949962651
32301	32484	0.42158105188465206	0.1251120083076468	0.05990571708326775
32301	32485	0.3409374504221995	0.12777982252147957	0.09479718949962651
32301	32486	0.48176563782842846	0.13622476598356234	0.0676945034953842
32301	32487	0.2866359511992288	0.11597509162627631	0.09479718949962651
32301	32488	0.32829710121665845	0.11108630408292917	0.06758014497654075
32301	32489	0.263868369039919	0.08927335631581583	0.052069279425412285
32301	32490	0.35540289316394347	0.1316181692234815	0.09245046551110292
32301	32491	0.29559958429131805	0.11719103460547052	0.09479718949962651
32301	32492	0.2734494851722105	0.1102072115889841	0.08880903458158818
32301	32493	0.39628553510184994	0.13161907368191017	0.07804991081958534
32301	32494	0.31246293265027497	0.0959936723846799	0.05175713585195707
32301	32495	0.29975496370228627	0.09243529054939491	0.04551458820900933
32301	32496	0.35935970032041076	0.10936176463317035	0.053446660490461095
32301	32497	0.3799279021698611	0.12478234372797792	0.0821341642622011
32301	32498	0.3385662244300422	0.12063279302503618	0.08957710734547852
