Young	Elderly	1_wasserstein_distance	2_wasserstein_distance	bottleneck_distance
32302	32301	0.374438266235191	0.1093673859980704	0.06642945429887881
32302	32303	0.4039084503413765	0.11016425621815355	0.05130345569648931
32302	32305	0.3807234338315023	0.11175371887716035	0.05816609788952809
32302	32306	0.3502773535444992	0.10343489064468336	0.05816609788952809
32302	32308	0.40283192518413985	0.11952744631134272	0.05816609788952809
32302	32318	0.27885881130731993	0.09053340697849764	0.04864500554082085
32302	32329	0.41626640363400724	0.11922558601514341	0.05816609788952809
32302	32331	0.46419068532379887	0.10976563615011876	0.05130345569648931
32302	32333	0.3942176664999769	0.11048241214779057	0.05816609788952809
32302	32335	0.43363263699776267	0.13717378843144795	0.06940245162162695
32302	32336	0.49057529426402025	0.1372976320419931	0.05816609788952809
32302	32337	0.3990883292581254	0.12321275384368909	0.05816609788952809
32302	32338	0.49330029670915776	0.13547791036540766	0.06261111560391464
32302	32339	0.4439270788145455	0.13194149769717395	0.0581660978895282
32302	32340	0.5096604946172312	0.13354988840445495	0.05816609788952809
32302	32341	0.36886533679013594	0.11077530894117477	0.05130345569648931
32302	32342	0.40279120696132953	0.11662244472150243	0.051184549515259414
32302	32343	0.3714740822840988	0.10974972386647668	0.05816609788952809
32302	32347	0.4685464515286333	0.125244275392431	0.05816609788952809
32302	32369	0.44970034351359733	0.12091523451293709	0.056857993336423274
32302	32372	0.5356550867691345	0.1530612275028958	0.07554443062617522
32302	32373	0.6582070849260968	0.2009928535286634	0.12065906991406078
32302	32374	0.3299345521843214	0.10489968589187806	0.05816609788952809
32302	32375	0.293364025239201	0.09976922357822418	0.063051316452154
32302	32376	0.3675281192025956	0.11072041335853078	0.05816609788952809
32302	32377	0.5065535791014208	0.14774553408270663	0.07297680231572345
32302	32378	0.48982252005316523	0.13876421989119167	0.07813180528793512
32302	32379	0.5424285239274105	0.13798477489494493	0.06436366098589086
32302	32380	0.552993300464468	0.16359868737502858	0.0747223330686152
32302	32383	0.5264743234154627	0.13907266186803086	0.05816609788952809
32302	32392	0.502260490168006	0.13465340662005762	0.05816609788952809
32302	32393	0.6297356345819471	0.1721301125485712	0.08641274169083785
32302	32395	0.38167325718264333	0.11650198966845227	0.05816609788952809
32302	32415	0.5624144327100153	0.1569241912828169	0.07848218172889887
32302	32428	0.515483454433856	0.14124544489303745	0.06840472156750865
32302	32430	0.4821825100432842	0.14013986108746526	0.06728492635345962
32302	32431	0.39780586331582807	0.11516040278080986	0.05816609788952809
32302	32442	0.41646860813954845	0.11996254458819385	0.05816609788952809
32302	32443	0.3791519580619028	0.13939793591121138	0.11022775258523487
32302	32447	0.4619329659170225	0.13606650915560198	0.07273417777832603
32302	32450	0.5415201293921388	0.1507556542304168	0.07999637807220522
32302	32452	0.3558180647892317	0.10462500199754197	0.05816609788952809
32302	32453	0.5356026068244013	0.1430884237791059	0.05816609788952809
32302	32454	0.4683920363729842	0.14072903526935368	0.07862101039700836
32302	32455	0.6967221403770563	0.1664284999437266	0.06877435515163244
32302	32457	0.48704901151729924	0.14096907524780072	0.06079516914363503
32302	32458	0.4400600860348534	0.1281837702075362	0.06171237678667674
32302	32459	0.3717737296130701	0.1101981794559849	0.05816609788952809
32302	32462	0.34732743787607834	0.10814725172393182	0.05816609788952809
32302	32463	0.36359057091639146	0.11198440638017279	0.05816609788952809
32302	32465	0.4244423351241215	0.12723845112562374	0.0581660978895282
32302	32466	0.4283178399072424	0.1281399534453223	0.06793818362178494
32302	32474	0.4454751205641906	0.12252737771953191	0.05816609788952809
32302	32475	0.40516328487143055	0.11680915376610547	0.05816609788952809
32302	32479	0.39213829103591913	0.123695021144258	0.058959488227195544
32302	32482	0.3962068112071894	0.11556298702566777	0.05817391690271323
32302	32483	0.49952965464760996	0.13806375544545452	0.061183055693241784
32302	32484	0.4513600872030541	0.14465585377587942	0.08428715162700184
32302	32485	0.6097409664353177	0.15475605198707224	0.0561211308682843
32302	32486	0.42049727583757235	0.11264696674010681	0.051501780128369035
32302	32487	0.5043877534854508	0.14455522279557897	0.0680738554189102
32302	32488	0.5151790926280049	0.144703989816033	0.09185906564020663
32302	32489	0.5606865532517615	0.15509098107757854	0.07738076866391153
32302	32490	0.5331639950083564	0.13290044050411937	0.05130345569648931
32302	32491	0.6082160342678902	0.16533914542963327	0.07743174762925065
32302	32492	0.6098597407281505	0.1625012024112306	0.08863410847399744
32302	32493	0.5984313216923152	0.14853656766218246	0.0581660978895282
32302	32494	0.37085227556929745	0.11840118923923801	0.05816609788952809
32302	32495	0.3536099359751506	0.11501142811201245	0.06500726216273178
32302	32496	0.3544194331804354	0.11448477923245282	0.05816609788952809
32302	32497	0.4171999911626531	0.13148568715180523	0.07200244554392421
32302	32498	0.5063535865274789	0.13395105579958252	0.059116115928235735
32304	32301	0.3229845513481049	0.10313571634884817	0.06831303141885325
32304	32303	0.3167129741339146	0.09048432498790465	0.04561055681705317
32304	32305	0.27494728056188805	0.08625136977350503	0.04885946587690848
32304	32306	0.23091103097860582	0.0720240002365209	0.03679606318369255
32304	32308	0.21425679584110247	0.07110185924568659	0.04334975767415017
32304	32318	0.25380384459239025	0.07556006958219462	0.03473249163129921
32304	32329	0.2550538707350249	0.07996860398468247	0.043109445182105244
32304	32331	0.40386539036641644	0.11080899020204532	0.0639798736827013
32304	32333	0.2436358629511371	0.07199473347994313	0.03355004498131153
32304	32335	0.3395562492518031	0.12845439775450632	0.08759771892533308
32304	32336	0.3276563127610691	0.10049352597987007	0.045788844163693776
32304	32337	0.2515079073128347	0.08446460717397082	0.05071530474024777
32304	32338	0.49486664885507303	0.13358979877936278	0.06261111560391464
32304	32339	0.4067582606454232	0.12990976738869947	0.06680149482834141
32304	32340	0.35747855052464994	0.09777114286831222	0.04814973515410581
32304	32341	0.2690242301116365	0.10180553648814643	0.07527224452909742
32304	32342	0.35425860170329576	0.1101418767092585	0.06562491064076603
32304	32343	0.19756498835698105	0.0557045772882786	0.02608318684405353
32304	32347	0.4073273781466584	0.11098541801475752	0.05133524737313233
32304	32369	0.3361792348055633	0.10179262396892357	0.056857993336423274
32304	32372	0.42794999101686376	0.13407312278770236	0.06793529343118698
32304	32373	0.5144815698790335	0.18352226867780566	0.12065906991406078
32304	32374	0.2103008793677546	0.06390426259576845	0.027510150709366687
32304	32375	0.26716549324922756	0.09494306830005793	0.06607442044177825
32304	32376	0.1715179400065539	0.056203058788466854	0.027966971201246804
32304	32377	0.3032681460755534	0.10804231525198961	0.07297680231572345
32304	32378	0.4784893615148662	0.13716078610995738	0.07813180528793512
32304	32379	0.46330376700813647	0.1322429460953421	0.07177624918068626
32304	32380	0.36616451506988323	0.1288892840573264	0.06877900844869589
32304	32383	0.35616857402974916	0.10334219249289917	0.05497853437191447
32304	32392	0.2711377707372147	0.08545178365139013	0.04539136241649144
32304	32393	0.5595218877254915	0.1602873186090667	0.07262561564806502
32304	32395	0.26836056643478867	0.07996364676442269	0.036559388891586275
32304	32415	0.39079258213537044	0.13104412072585586	0.07848218172889887
32304	32428	0.27927406285943135	0.09531560989883231	0.06346171931647704
32304	32430	0.3235576210223859	0.10608042171607554	0.05722149010948341
32304	32431	0.2638584826281871	0.07665202121856457	0.0410043266689355
32304	32442	0.2596902894655172	0.07796024202591734	0.03993994827369218
32304	32443	0.36658039006756243	0.14699396956919142	0.12377841754651209
32304	32447	0.3333931635868605	0.10982884758201891	0.07273417777832603
32304	32450	0.35865951494159465	0.1039779965396497	0.05773567937698565
32304	32452	0.19429452617160714	0.059295152197171935	0.027966971201246804
32304	32453	0.3412571717735914	0.1004927300940503	0.04983609445561443
32304	32454	0.3514268892059279	0.10924562938001693	0.057039422322403555
32304	32455	0.5268596853741978	0.14309337085067014	0.0657376165980994
32304	32457	0.42446631191247836	0.11998289562306573	0.0574513971693319
32304	32458	0.33343784906899193	0.10370940591427975	0.0589652827818099
32304	32459	0.16674002280945305	0.05925323344016644	0.028544846995079975
32304	32462	0.21328683501364076	0.0791695192564471	0.05753231279574755
32304	32463	0.24860546747974172	0.08402268010103656	0.04466819101203445
32304	32465	0.29277808095305946	0.09750383696700572	0.05525399234977035
32304	32466	0.34352730417748806	0.11934802744381139	0.07677639949159687
32304	32474	0.2513933668269801	0.07360040501253731	0.035097157546323476
32304	32475	0.24461421928836935	0.07232919110362718	0.038067902482443516
32304	32479	0.3530280352534911	0.10684943513765864	0.048359271447387386
32304	32482	0.2644945212801966	0.08276880070858825	0.04884682941010565
32304	32483	0.34887995603739347	0.10158526612186722	0.046879099529855806
32304	32484	0.3549324253298727	0.12007436809706365	0.07836580673347204
32304	32485	0.5136400722552585	0.15356635842787575	0.07388470563008342
32304	32486	0.27711889843418797	0.07575913971434284	0.03346070839016091
32304	32487	0.37137704779796077	0.11773419356694736	0.0680738554189102
32304	32488	0.4031817354806482	0.13100770106473306	0.09185906564020663
32304	32489	0.38233479349708027	0.12101507311880612	0.07738076866391153
32304	32490	0.4282816177400811	0.10786971547283139	0.047195013423497634
32304	32491	0.47007633949448013	0.13507555289470377	0.06324949521628365
32304	32492	0.46323052922447117	0.14021314337120985	0.08863410847399744
32304	32493	0.4041159590666824	0.11179962595055161	0.05276368991678404
32304	32494	0.24248354061300403	0.07699958642871081	0.04040749374208252
32304	32495	0.20998910086164885	0.0748540885794165	0.053815054761143566
32304	32496	0.2211806270354354	0.08301915779754451	0.057117093976893685
32304	32497	0.20775923144296776	0.08149981002473582	0.06388450215740171
32304	32498	0.2911452589265404	0.09210787197579016	0.05298937986069463
32307	32301	0.20389603215370172	0.07908982943920263	0.06302767114367591
32307	32303	0.3034335903338475	0.08713990471167866	0.03926608375103091
32307	32305	0.25266544926183043	0.0841785821032768	0.04854976073310047
32307	32306	0.19710851718318473	0.06231168204458295	0.030445505575602216
32307	32308	0.2338444518296468	0.07870035539950225	0.03983263546760385
32307	32318	0.20778174558234858	0.06855657097766463	0.03894969400305359
32307	32329	0.2637960118388282	0.0901561789687318	0.043109445182105244
32307	32331	0.31795856143411877	0.08867352658575578	0.03658367413767594
32307	32333	0.22712901719526596	0.06926768410423871	0.03355004498131153
32307	32335	0.2698918815375206	0.10252258975954517	0.05999207439925558
32307	32336	0.3417516218125614	0.11184115635558033	0.05795396589268442
32307	32337	0.2593430226103104	0.0972725517253368	0.05071530474024777
32307	32338	0.40598328292817315	0.12174227768498495	0.06261111560391464
32307	32339	0.3248012434697957	0.11889227335609455	0.06840604209995338
32307	32340	0.32004876097574086	0.09712377894917644	0.053066389473038655
32307	32341	0.28560572778046533	0.11160315428862633	0.07527224452909742
32307	32342	0.3512662744380767	0.11710571221119949	0.06953367482010481
32307	32343	0.2338872711829751	0.07386242738203419	0.039832635467603794
32307	32347	0.3625469686464311	0.10780278785390075	0.05133524737313233
32307	32369	0.317909665266293	0.10407165945232104	0.056857993336423274
32307	32372	0.4003595794154368	0.13817482295771563	0.07554443062617522
32307	32373	0.5065064888804649	0.18743187980289192	0.12003604070092011
32307	32374	0.22947576151151067	0.07876857258937293	0.0337276551423763
32307	32375	0.2070861124261661	0.08424609102736046	0.06607442044177825
32307	32376	0.19812238087608813	0.06993439912901102	0.03232319661793481
32307	32377	0.3027562237949905	0.11248795069887002	0.07297680231572345
