Elderly_sub1	Elderly_sub2	1_wasserstein_distance	2_wasserstein_distance	bottleneck_distance
32301	32303	0.22964485650023453	0.07281041209111719	0.04147141484960504
32301	32305	0.14212315095706324	0.04372485280379987	0.021048033512053754
32301	32306	0.22747882186445606	0.07580589986433038	0.05294185964397896
32301	32308	0.23485184394418052	0.0701949633243142	0.04618266786439429
32301	32318	0.1863419408175745	0.05591115249375087	0.032216806863961944
32301	32329	0.27284384252124233	0.10038460316370232	0.06183543186481755
32301	32331	0.35827905456821746	0.0922457856630098	0.03761416219433755
32301	32333	0.1910190593942509	0.06363164660252119	0.04154807210461531
32301	32335	0.20194498131124067	0.06283831235808564	0.03119316706798736
32301	32336	0.30843133005398077	0.09908649206681105	0.05597400970237654
32301	32337	0.20785291543343615	0.06463132522605652	0.04091749006756018
32301	32338	0.38227448512872025	0.1205942255019164	0.06006503341237246
32301	32339	0.22547184335592224	0.06513491759638217	0.030860813443491564
32301	32340	0.1887216816147398	0.05289187627032174	0.021048033512053754
32301	32341	0.20899685783064353	0.06611883704871578	0.04435105179986154
32301	32342	0.32836254364619716	0.08936406367920698	0.045918389199710086
32301	32343	0.2116889291392436	0.0663711904503721	0.040802771101100754
32301	32347	0.2293243134257959	0.07060700873531717	0.04774528852678461
32301	32369	0.27664205131258085	0.08613028216034477	0.06194546000568779
32301	32372	0.15740185946497087	0.0612897866384383	0.04663749289390029
32301	32373	0.24980372552232083	0.0723298354408772	0.036074092704690586
32301	32374	0.1684062971348551	0.05156560851401827	0.021048033512053754
32301	32375	0.17726488004691876	0.06384336188474367	0.046238525577298906
32301	32376	0.2183191471694187	0.0720268761834124	0.031142155974748342
32301	32377	0.13395556385155605	0.04455254062268007	0.021048033512053754
32301	32378	0.2200406338339019	0.059370836849962215	0.026944017712048907
32301	32379	0.1436835795428986	0.04762498918878044	0.021438403809926565
32301	32380	0.18871198096639547	0.063581589969484	0.04641028440780148
32301	32383	0.10489001327659175	0.038485799900327834	0.021048033512053754
32301	32392	0.1906470146099689	0.05371800841696244	0.028363910196013364
32301	32393	0.3032851338521874	0.09421598997391163	0.05758013889875263
32301	32395	0.19133348548261128	0.06179109314968486	0.03517055880189318
32301	32415	0.24185416454336628	0.07972626387120418	0.04410699685053776
32301	32428	0.2706801918621546	0.08332148412311237	0.04371238292746582
32301	32430	0.14486858770558791	0.04249074740242929	0.021048033512053754
32301	32431	0.22006931674891556	0.0637215693184197	0.0277311389370129
32301	32442	0.16487885090057752	0.05021206989311861	0.021048033512053754
32301	32443	0.16998258568728075	0.05498330108249852	0.032826289509719664
32301	32447	0.12957913814816518	0.044182636241039554	0.02910264090641146
32301	32450	0.23945971428791513	0.07828457144623333	0.055946724817308
32301	32452	0.14467952706083542	0.04683188773424163	0.023742303790971475
32301	32453	0.1439459967186294	0.04614309218625574	0.023832770853950747
32301	32454	0.1641544052263083	0.04874286396932653	0.021048033512053754
32301	32455	0.16028670657723337	0.051596060926544965	0.02843326251610906
32301	32457	0.132216248773327	0.04749925110475248	0.023813184292491685
32301	32458	0.21782777659881059	0.06412953585510457	0.033830903625148845
32301	32459	0.3324713388116503	0.10351590213998119	0.05782865288420136
32301	32462	0.3322052698203711	0.0914845668718791	0.04974556992333773
32301	32463	0.21768845325313918	0.06435070879616873	0.03213293698160824
32301	32465	0.1617567808772578	0.05059498459373123	0.02140539303111405
32301	32466	0.30085517610112017	0.08455175214216668	0.05049014684797115
32301	32474	0.19577852363252912	0.06851322970850528	0.04898940174425198
32301	32475	0.3197555329507484	0.10991906913209361	0.06752875316901252
32301	32479	0.25990694048947377	0.0856290303786946	0.06072308099766832
32301	32482	0.1811635794196732	0.06434323963013265	0.04718389536208589
32301	32483	0.10784495111882547	0.04087822138410187	0.021048033512053754
32301	32484	0.21010083072641417	0.05913573784409101	0.025536775750787888
32301	32485	0.26351182828184117	0.07481158035660046	0.0410464720406567
32301	32486	0.2837086527217568	0.07663534957199039	0.030714790514842327
32301	32487	0.14844960657175055	0.050870045067780915	0.03046413578735019
32301	32488	0.3631308041028628	0.09242376550709222	0.034087280290488575
32301	32489	0.22438176726283482	0.06321088624177323	0.025664709768901006
32301	32490	0.23265720857892236	0.07748085449180017	0.041054302094050366
32301	32491	0.2726758045613579	0.08897430485319686	0.05912094688805891
32301	32492	0.19400376826589927	0.07872750790698647	0.058944628008728295
32301	32493	0.12640114934454255	0.04453894872537438	0.02215060461702667
32301	32494	0.16856552623058935	0.053390399987884175	0.026693671993624435
32301	32495	0.20510140815985567	0.06425391861539434	0.029617176661757616
32301	32496	0.18939324572780114	0.05514022335976457	0.02966664792627921
32301	32497	0.1436235245292785	0.04382976706030716	0.021048033512053754
32301	32498	0.22895916262360488	0.06848817975253563	0.03366287908731558
32303	32305	0.18791865325394752	0.06616699437105548	0.04147141484960504
32303	32306	0.21366253263148394	0.07068491328956694	0.04147141484960504
32303	32308	0.22217402928180435	0.06758510772848984	0.04147141484960504
32303	32318	0.25106087818897216	0.07875622940924046	0.04147141484960504
32303	32329	0.4318719152238185	0.1271190664478989	0.06982537046453718
32303	32331	0.32565877548280364	0.09036720883816869	0.04147141484960504
32303	32333	0.23488709196710528	0.07965855206545053	0.04171503309532415
32303	32335	0.2093743805551594	0.07176919664104574	0.03711398066453264
32303	32336	0.2781286413056599	0.09920751909442396	0.050663820350286604
32303	32337	0.34976038310509394	0.09190981664508793	0.04147141484960504
32303	32338	0.5349090844205311	0.15132858955090064	0.07083302726076013
32303	32339	0.24776868348094394	0.07856154007104783	0.04147141484960504
32303	32340	0.1995747407908509	0.06299514574121375	0.034335685544398364
32303	32341	0.3597835534928725	0.095306521059481	0.04784587845317423
32303	32342	0.2208074784406645	0.06947351660865099	0.0392174245239294
32303	32343	0.21833696670669323	0.07691336607381907	0.040802771101100754
32303	32347	0.2438890339315855	0.08099797093224892	0.04774528852678461
32303	32369	0.3209768092801852	0.10026629104934061	0.06194546000568779
32303	32372	0.13685820358315648	0.05552302082286763	0.04147141484960504
32303	32373	0.2258129605006683	0.07464213079875842	0.04147141484960504
32303	32374	0.17123982157991263	0.06298395212302901	0.04147141484960504
32303	32375	0.1547649518201798	0.058103452149945216	0.04147141484960504
32303	32376	0.3092967842992657	0.09541456876414628	0.04147141484960504
32303	32377	0.16562148199763854	0.06517347932419344	0.04147141484960504
32303	32378	0.20659992344479008	0.06870142280239604	0.03525895666409362
32303	32379	0.16962205115259363	0.06259213769476019	0.034335685544398364
32303	32380	0.3139967425358852	0.09341292771013802	0.04641028440780148
32303	32383	0.15068551557347604	0.06282806049332892	0.04147141484960504
32303	32392	0.2653988366176287	0.07787967817814491	0.04147141484960504
32303	32393	0.25237350824704835	0.08257191312215373	0.04367840106644183
32303	32395	0.2137606847320375	0.07815557540735346	0.04147141484960504
32303	32415	0.2078295359618469	0.07534650882703521	0.04410699685053776
32303	32428	0.2600916091737853	0.08239110731972425	0.04201116003698391
32303	32430	0.1906640900024722	0.06535802939350585	0.04147141484960504
32303	32431	0.2225094948673892	0.07075827257643821	0.04147141484960504
32303	32442	0.19943817958122662	0.06990819666540907	0.04147141484960504
32303	32443	0.24843926394846433	0.07798511285877863	0.04147141484960504
32303	32447	0.28711620183841224	0.08359569312291443	0.04147141484960504
32303	32450	0.31122840097579596	0.09422212304886851	0.055946724817308
32303	32452	0.18155139577323154	0.06777940859982005	0.04147141484960504
32303	32453	0.207698816604232	0.07369780158261663	0.04147141484960504
